movie,genres
Any Which Way You Can,"['Action', 'Comedy']"
My Big Phat Hip Hop Family,['Comedy']
The General,"['Action', 'Adventure', 'Comedy', 'Drama', 'War', 'Western']"
My House in Umbria,"['Drama', 'Mystery', 'Romance', 'Thriller']"
Brave New Girl,"['Drama', 'Family', 'Music']"
Dog Days,"['Comedy', 'Drama', 'Romance']"
Angel: Season 5,"['Documentary', 'Short']"
Miracle Mile,"['Action', 'Drama', 'Romance', 'Thriller']"
The Passion of Joan of Arc,"['Biography', 'Drama', 'History']"
The Glow,"['Drama', 'Horror', 'Mystery', 'Thriller']"
MASH: Bonus Material,"['Short', 'Horror']"
Blue Vinyl,['Documentary']
The Piano Lesson,"['Drama', 'Music', 'Romance']"
Wishbone: Paw Prints of Thieves,"['Adventure', 'Comedy', 'Family']"
He Say,"['Comedy', 'Drama', 'Musical']"
Cowboy Up,"['Drama', 'Romance', 'Western']"
Seventh Sense,['Drama']
The Americanization of Emily,"['Comedy', 'Drama', 'War']"
Midsomer Murders: Who Killed Cock Robin?,"['Crime', 'Drama', 'Mystery']"
Boo!,"['Drama', 'Horror', 'Mystery', 'Thriller']"
The Son's Room,['Drama']
The 4th Tenor,"['Comedy', 'Music', 'Romance']"
Sports Night,"['Comedy', 'Drama', 'Sport']"
Human Condition I: No Greater Love,"['Drama', 'War']"
The Greatest Story Ever Told,"['Biography', 'Drama', 'History']"
Heartbreakers,"['Comedy', 'Crime', 'Romance']"
The Flintstones: Season 1,['Adventure']
The Day the Earth Stood Still,"['Drama', 'Sci-Fi', 'Thriller']"
Livin' tha Life,['Comedy']
A Walk on the Moon,"['Drama', 'Romance']"
Rage Against the Machine,"['Documentary', 'Music']"
Slam Dunk Ernest,"['Comedy', 'Family', 'Sport']"
The Avengers '63,"['Action', 'Adventure', 'Sci-Fi']"
Salem's Lot,['Horror']
Glitter,"['Drama', 'Music', 'Romance']"
Yossi & Jagger,"['Drama', 'Romance', 'War']"
The Hot Rock,"['Action', 'Comedy', 'Crime']"
The Bridge of San Luis Rey,"['Drama', 'Romance']"
City Slickers,"['Comedy', 'Western']"
Delta Force One: The Lost Patrol,['Action']
Fighter Pilot: Operation Red Flag,['Documentary']
Frogs,"['Horror', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']"
F/X 2,"['Action', 'Thriller']"
Short Cuts,"['Comedy', 'Drama']"
Mom's Outta Sight!,"['Comedy', 'Sci-Fi']"
Witness,"['Crime', 'Drama', 'Romance', 'Thriller']"
Notting Hill,"['Comedy', 'Drama', 'Romance']"
Boogeyman 2,"['Drama', 'Horror', 'Thriller']"
Night on the Galactic Railroad,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Mystery']"
Grease,"['Musical', 'Romance']"
White Chicks,"['Comedy', 'Crime']"
Dangerous Liaisons,"['Drama', 'Romance']"
Black Flag: Live,"['Documentary', 'Music']"
The Draughtsman's Contract,"['Comedy', 'Drama', 'History', 'Mystery']"
Phantoms,"['Horror', 'Sci-Fi', 'Thriller']"
Two Brothers and a Bride,"['Adventure', 'Crime', 'Drama']"
The Avengers '66,"['Action', 'Adventure', 'Sci-Fi']"
The Baby,"['Horror', 'Thriller']"
Rock School,"['Documentary', 'Music']"
Continental Divide,"['Comedy', 'Romance']"
Sin Dejar Huella,['Drama']
Jumanji,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
One Night Stand,"['Drama', 'Romance']"
Ed Sullivan: Muppets Magic,"['Music', 'Comedy']"
Leaving Las Vegas,"['Drama', 'Romance']"
The World at War,"['Documentary', 'History', 'War']"
Mr. India,"['Action', 'Comedy', 'Drama', 'Family', 'Musical', 'Sci-Fi']"
Yamamoto Yohko: Starship Girl,"['Animation', 'Adventure', 'Comedy', 'Sci-Fi']"
800 Leagues Down the Amazon,"['Action', 'Adventure']"
Pilates Conditioning for Weight Loss,['Sport']
Gardens of Stone,"['Drama', 'War', 'Romance']"
Poolhall Junkies,"['Comedy', 'Drama', 'Sport', 'Thriller']"
The Stupids,"['Adventure', 'Comedy']"
Manna from Heaven,['Comedy']
The Inspector Lynley Mysteries: In Pursuit of the Proper Sinner,"['Crime', 'Drama', 'Mystery', 'Romance']"
Blue Citrus Hearts,"['Drama', 'Romance']"
Kangaroo Jack,"['Action', 'Adventure', 'Comedy', 'Crime', 'Family']"
Before We Ruled the Earth: Hunt or Be Hunted,['Documentary']
Crazy in Alabama,"['Comedy', 'Crime', 'Drama']"
World Traveler,['Drama']
Bon Jovi: This Left Feels Right: Live,['Music']
Anne of Green Gables: The Sequel,"['Drama', 'Family', 'Romance']"
My Girl,"['Comedy', 'Drama', 'Family', 'Romance']"
Noam Chomsky: Rebel Without a Pause,"['Documentary', 'War']"
Ocean's Eleven,"['Crime', 'Thriller']"
Witchboard: The Possession,['Horror']
Mystery Science Theater 3000: I Accuse My Parents,"['Comedy', 'Sci-Fi']"
Resident Evil: Apocalypse,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
Midnight Madness,['Comedy']
Madigan,"['Crime', 'Drama', 'Thriller']"
Horror Hotel,"['Horror', 'Thriller']"
Miracle,"['Biography', 'Drama', 'History', 'Sport']"
Lucky Town,"['Drama', 'Crime', 'Mystery', 'Thriller']"
Voodoo Academy,"['Horror', 'Fantasy', 'Thriller']"
Stan Lee's Mutants,['Documentary']
Independence Day,"['Action', 'Adventure', 'Sci-Fi']"
8 Seconds,"['Biography', 'Drama', 'Sport', 'Western']"
Johnson County War,['Western']
1969,"['Documentary', 'History']"
Mr. Smith Goes to Washington,"['Comedy', 'Drama']"
The Dish,"['Comedy', 'Drama', 'History']"
Resurrection,"['Action', 'Adventure', 'Drama', 'Mystery']"
Nothing in Common,"['Comedy', 'Drama', 'Romance']"
Striptease: The Greatest Exotic Dancers of All Time,['Documentary']
Alfred Stieglitz: The Eloquent Eye,"['Documentary', 'Biography']"
Dead Alive,"['Comedy', 'Horror']"
Great Blunders of WWII,"['Documentary', 'War']"
Lemora: A Child's Tale of the Supernatural,"['Fantasy', 'Horror', 'Thriller']"
Lightning: Fire from the Sky,"['Action', 'Drama', 'Sci-Fi']"
Tarzan in Manhattan,"['Action', 'Adventure']"
Times Square,"['Drama', 'Music']"
With God on Our Side: George W. Bush and the Rise of the Religious Right in America,['Documentary']
Beach Party / Bikini Beach,['Music']
Fellini's Roma,"['Comedy', 'Drama']"
Genshiken,"['Animation', 'Comedy']"
Goo Goo Dolls: Live in Buffalo,['Music']
The Brain That Wouldn't Die,"['Horror', 'Sci-Fi']"
Walking Tall,"['Action', 'Crime']"
Punky Brewster: Season 2,"['Documentary', 'Short']"
Flashback,"['Crime', 'Drama']"
Chill Factor,"['Action', 'Adventure', 'Comedy', 'Drama', 'Thriller']"
Red Dwarf: Series 2,['Documentary']
The Firm,"['Drama', 'Mystery', 'Thriller']"
Amazing Nurse Nanako,"['Animation', 'Comedy']"
Driven,['Romance']
Dragnet,"['Comedy', 'Crime']"
Our Man Flint,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
Rage Against the Machine: Live at the Grand Olympic Auditorium,['Music']
The Prince of Egypt,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Musical']"
The X-Files: Season 8,"['Comedy', 'Talk-Show']"
100 Women,"['Comedy', 'Romance']"
Descent,"['Adventure', 'Horror', 'Thriller']"
Raincoat,"['Drama', 'Romance']"
Neil Young: Silver & Gold,"['Documentary', 'Music']"
One Little Indian,"['Comedy', 'Family', 'Western']"
The Fluffer,"['Drama', 'Comedy', 'Romance']"
Wes Craven's New Nightmare,"['Fantasy', 'Horror', 'Mystery', 'Thriller']"
Britney Spears: Star Baby Scrapbook,"['Documentary', 'Music']"
The Beast from 20,"['Adventure', 'Horror', 'Sci-Fi']"
Joint Security Area,"['Action', 'Drama', 'Thriller', 'War']"
A Nightmare on Elm Street 4: The Dream Master,['Horror']
Starkweather,"['Action', 'Crime', 'Drama', 'Horror', 'Thriller']"
Road Games,"['Mystery', 'Thriller']"
Suckers,['Comedy']
Slums of Beverly Hills,"['Comedy', 'Drama']"
Saving Silverman,"['Comedy', 'Crime', 'Romance']"
MASH: Season 4,['Talk-Show']
Angelic Layer,"['Animation', 'Action', 'Comedy', 'Drama', 'Sci-Fi']"
Crutch,"['Drama', 'Romance']"
Gummo,"['Comedy', 'Drama']"
The Work of Director Jonathan Glazer,"['Documentary', 'Music']"
Childstar,"['Comedy', 'Drama']"
The Sid Caesar Collection: Inside the Writer's Room,"['Documentary', 'Family', 'Comedy']"
Figure 17,"['Animation', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']"
Steamboat Bill,"['Comedy', 'Drama', 'Romance']"
Killer Bud,['Comedy']
The Pennsylvania Miners' Story,['Drama']
Danielle Steel's Once in a Lifetime,"['Drama', 'Romance']"
Why Dogs Smile and Chimpanzees Cry,['Documentary']
Wild Side,"['Action', 'Thriller']"
The Quick and the Dead,"['Action', 'Romance', 'Thriller', 'Western']"
The Atomic Cafe,"['Documentary', 'History']"
Kill!,"['Crime', 'Thriller', 'Action', 'Drama']"
Point of Origin,"['Crime', 'Drama', 'Thriller']"
North Shore,"['Drama', 'Romance']"
The Day After Tomorrow,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Sidney Poitier: One Bright Light,"['Documentary', 'Biography']"
Chop Socky: Cinema Hong Kong,"['Documentary', 'Action']"
Dazed and Confused,['Comedy']
The Filth and the Fury: A Sex Pistols Film,"['Documentary', 'Biography', 'Music']"
Sasquatch,"['Action', 'Adventure', 'Horror', 'Thriller']"
Sonic the Hedgehog: The Movie,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
Il Posto,['Drama']
Pollyanna,"['Comedy', 'Drama', 'Family']"
Circus,"['Comedy', 'Romance']"
Baki the Grappler,"['Animation', 'Action', 'Drama', 'Sport', 'Thriller']"
Bear in the Big Blue House: Shapes,"['Comedy', 'Drama', 'Family', 'Musical']"
Walking Tall: Part II,"['Action', 'Biography', 'Crime', 'Drama', 'Thriller']"
The Third Wheel,"['Comedy', 'Romance']"
The Guyver,"['Action', 'Comedy', 'Sci-Fi']"
Osmosis Jones,"['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Fantasy']"
Screwed,"['Comedy', 'Drama', 'Romance']"
Curious George Rides a Bike,['Family']
Sopranos Unauthorized: Shooting Sites Uncovered,['Documentary']
A Paradise Under the Stars,"['Comedy', 'Musical', 'Romance']"
House Calls,"['Comedy', 'Drama', 'Romance']"
All Creatures Great and Small: Series 2,"['Comedy', 'Drama']"
Ruth Rendell: Road Rage,"['Crime', 'Drama', 'Mystery']"
Gokusen,"['Comedy', 'Drama']"
Zoolander,['Comedy']
Red Planet,"['Adventure', 'Drama', 'Sci-Fi']"
Fellini: I'm a Born Liar,"['Documentary', 'Biography']"
The Magnificent Ambersons,"['Drama', 'Romance']"
The Forsaken,"['Horror', 'Thriller']"
Ishq,"['Comedy', 'Romance']"
Autumn Sonata,"['Drama', 'Music']"
The Naughty Stewardesses,"['Comedy', 'Drama']"
Kiss Them for Me,"['Comedy', 'Romance']"
Mifune,"['Romance', 'Comedy', 'Drama']"
High Heels and Low Lifes,"['Action', 'Comedy', 'Drama']"
My Stepmother is an Alien,"['Comedy', 'Sci-Fi']"
Hetty Wainthropp Investigates: Series 1,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']"
Alien 3: Collector's Edition,"['Adventure', 'Sci-Fi']"
Consequence,"['Drama', 'Thriller']"
Battlefield Baseball,"['Action', 'Comedy', 'Horror', 'Sport']"
Alexander Nevsky,"['Action', 'Biography', 'Drama', 'History', 'War']"
That Was Then .. This is Now,"['Crime', 'Drama']"
The Great White Hope,"['Drama', 'Romance', 'Sport']"
You Are Here,"['Comedy', 'Drama']"
e-Dreams,['Documentary']
The Russia House,"['Drama', 'Romance', 'Thriller']"
Lost Highway,"['Mystery', 'Thriller']"
Sam Kinison: Family Entertainment Hour,"['Documentary', 'Comedy', 'Music']"
Strait Jacket,"['Animation', 'Action', 'Fantasy']"
The Million Dollar Hotel,"['Drama', 'Mystery', 'Thriller']"
Penny Serenade,"['Drama', 'Romance']"
Napoleon & Samantha,"['Adventure', 'Drama']"
The Blood Oranges,['Drama']
Babylon 5: In the Beginning,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
The Hills Have Eyes 2,"['Action', 'Horror', 'Thriller']"
Mystery Science Theater 3000: The Crawling Hand,"['Comedy', 'Sci-Fi']"
Paul Taylor: Dancemaker,"['Documentary', 'Biography']"
Wild Orchid,"['Drama', 'Romance']"
Martha,"['Comedy', 'Romance', 'Drama']"
Harmagedon,"['Crime', 'Thriller']"
The Land Before Time X: The Great Longneck Migration,"['Animation', 'Adventure', 'Family']"
Night Falls on Manhattan,"['Crime', 'Drama']"
Paris When it Sizzles,"['Comedy', 'Romance']"
Eurythmics: Sweet Dreams,"['Music', 'Musical']"
Blue Seed,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Romance']"
Sharpe 1: Sharpe's Rifles,"['Action', 'Adventure', 'History', 'War']"
Pauline at the Beach,"['Comedy', 'Drama', 'Romance']"
Amazing Earth,['Documentary']
Missing in Action,"['Action', 'Adventure', 'Drama', 'Thriller', 'War']"
Diabolique,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']"
Sex and the Single Mom,"['Comedy', 'Romance']"
Vovochka,"['Comedy', 'Family']"
Joe,"['Action', 'Adventure', 'Family', 'Fantasy', 'Thriller']"
The Watermelon Woman,"['Comedy', 'Drama', 'Romance']"
George Carlin Again!,"['Documentary', 'Comedy']"
Trauma,"['Biography', 'Drama', 'Sport']"
Band of Brothers,"['Action', 'Drama', 'History', 'War']"
Fists and Guts,"['Action', 'Comedy']"
Crazy People,"['Comedy', 'Drama']"
Deep Shock,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
Calamity Jane,"['Comedy', 'Musical', 'Romance', 'Western']"
Whirlpool,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Romance', 'Thriller']"
Smokers Only,"['Drama', 'Romance']"
Umberto D.,['Drama']
The Wanderers,['Drama']
Eddie Izzard: Definite Article,"['Documentary', 'Comedy']"
The Last Warrior,"['Action', 'Drama', 'Fantasy']"
Darkman,"['Action', 'Sci-Fi', 'Thriller']"
French & Saunders: Gentlemen Prefer French & Saunders,['Comedy']
Follow That Dream,"['Comedy', 'Musical', 'Romance']"
Carl Perkins and Friends,['Music']
In Enemy Hands,"['Drama', 'Thriller', 'War', 'Action']"
The End of Suburbia,"['Documentary', 'War']"
Red Rock West,"['Crime', 'Drama', 'Thriller']"
Tumbleweeds,"['Drama', 'Comedy']"
Directors: Barbra Streisand,"['Documentary', 'Biography']"
Lord Stanley's Cup: Hockey's Ultimate Prize,"['Documentary', 'Sport']"
Xena: Warrior Princess: Season 4,"['Documentary', 'Short']"
The Cool and the Crazy,['Drama']
Plaza Suite,"['Comedy', 'Drama', 'Romance']"
Alley Cats,['Comedy']
The Seagull's Laughter,"['Comedy', 'Drama']"
Raw Deal,"['Action', 'Crime', 'Thriller']"
Kronos,"['Action', 'Adventure', 'Sci-Fi']"
A Lady Takes a Chance,"['Comedy', 'Romance', 'Western']"
Samurai X: Trust and Betrayal,"['Animation', 'Action', 'Adventure', 'Drama', 'Romance']"
Don't Look Now,"['Drama', 'Horror', 'Thriller']"
Never Cry Wolf,"['Adventure', 'Drama']"
Highlander 3: The Final Dimension,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']"
Sound of the Sea,"['Drama', 'Romance']"
Barbary Coast,"['Adventure', 'Drama', 'Romance', 'Western']"
Three Kings,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']"
Trial,['Drama']
Godmoney,"['Crime', 'Drama', 'Thriller']"
What About Bob?,['Comedy']
Uzumaki,"['Drama', 'Fantasy', 'Horror']"
Intolerable Cruelty,"['Comedy', 'Crime', 'Romance']"
Return of the Killer Tomatoes,['Talk-Show']
House of Cards,['Drama']
Octopus 2: River of Fear,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
WWF: Hell Yeah: Stone Cold's Saga Continues,['Action']
Superfly,"['Action', 'Crime', 'Thriller']"
Sherlock Holmes: The House of Fear,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
In Search of Shakespeare,"['Documentary', 'Biography', 'History']"
Foreign Land,"['Drama', 'Musical', 'Romance']"
Last Hero In China,"['Action', 'Comedy', 'History']"
Killer Condom,"['Comedy', 'Horror', 'Romance', 'Sci-Fi']"
To Be or Not To Be,"['Comedy', 'War']"
Iris,['Thriller']
Friday the 13th: Part 6: Jason Lives,"['Horror', 'Thriller']"
Xena: Warrior Princess: Season 1,"['Documentary', 'Short']"
The Guilty,"['Crime', 'Drama', 'Thriller']"
Flight of the Intruder,"['Action', 'Drama', 'Thriller', 'War']"
The Thing,"['Horror', 'Mystery', 'Sci-Fi']"
A Woman Under the Influence,"['Drama', 'Romance']"
Blackjack,['Comedy']
Cheerleader Ninjas,"['Action', 'Comedy']"
The Apple,"['Music', 'Musical', 'Sci-Fi']"
Murder by Decree,"['Mystery', 'Thriller']"
Now and Then,"['Comedy', 'Drama', 'Romance']"
The One,"['Action', 'Sci-Fi', 'Thriller']"
Sigmund and the Sea Monsters,"['Comedy', 'Family']"
The Preacher's Wife,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Deep Rising,"['Action', 'Adventure', 'Horror', 'Sci-Fi']"
Mystery Train,"['Comedy', 'Crime', 'Drama']"
Suburban Madness,['Drama']
Silver Hawk,"['Action', 'Adventure', 'Sci-Fi']"
The Insider,"['Biography', 'Drama', 'Thriller']"
Sam Kinison: Breaking the Rules,"['Documentary', 'Comedy']"
Jack the Bear,['Drama']
The Chronological Donald: Vol. 1,"['Documentary', 'Animation']"
Amistad,"['Drama', 'History']"
Martian Successor Nadesico: The Motion Picture: Prince of Darkness,"['Animation', 'Action', 'Sci-Fi']"
Stanley & Iris,"['Drama', 'Romance']"
Critical Condition,['Comedy']
The Bride with White Hair,"['Fantasy', 'Adventure', 'Romance', 'Action']"
Eric Clapton & Friends: Live 1986,['Music']
Dead Silence,"['Comedy', 'Horror']"
All in the Family: Season 1,['Short']
Big Daddy,"['Comedy', 'Drama']"
Traffic,"['Crime', 'Drama', 'Thriller']"
Unknown Peter Sellers,"['Documentary', 'Biography']"
The Trial of the Incredible Hulk,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Dragon Half,"['Animation', 'Short', 'Comedy', 'Fantasy']"
100 Mile Rule,['Comedy']
Dragon Ball Z: Androids,"['Animation', 'Action', 'Sci-Fi']"
Dave Matthews Band: Live at Folsom Field Boulder,"['Documentary', 'Music']"
Madame Butterfly,['Drama']
Balto 3: Wings of Change,"['Animation', 'Adventure', 'Family', 'Musical']"
Dark Days,['Documentary']
Cornbread,['Comedy']
Harold Robbins' Body Parts,"['Action', 'Crime', 'Thriller']"
Eurotrip,"['Adventure', 'Comedy']"
The Dancer Upstairs,"['Crime', 'Drama', 'Thriller']"
Mango Souffle,"['Comedy', 'Drama']"
Miss Cast Away and the Island Girls,"['Adventure', 'Comedy', 'Fantasy']"
The Mangler 2,"['Horror', 'Sci-Fi']"
Thief of Hearts,"['Drama', 'Thriller', 'Crime']"
God,"['Adventure', 'Comedy', 'Drama', 'Fantasy']"
Stander,"['Action', 'Biography', 'Crime', 'Drama']"
Weird Al Yankovic: The Ultimate Video Collection,"['Music', 'Comedy']"
Profiler: Season 3,"['Documentary', 'Short']"
Flamenco,"['Documentary', 'Music']"
Sense and Sensibility,"['Drama', 'Romance']"
Fletch,"['Comedy', 'Crime', 'Mystery']"
Dragon Ball Z: Garlic Jr.,"['Animation', 'Action', 'Comedy', 'Drama']"
sex,['Sci-Fi']
The Big Lebowski,"['Comedy', 'Crime']"
Michael Jackson: Video Greatest Hits: History #2,['Music']
Girl from Rio,['Comedy']
The Fox and the Hound,"['Animation', 'Adventure', 'Drama', 'Family']"
The Acid House,"['Comedy', 'Drama']"
Cenizas del Paraiso,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
Bikini Summer 2,['Comedy']
In the Shadows,"['Drama', 'Thriller']"
Dean Martin: The One and Only,"['Documentary', 'Music']"
A Perfect Murder,"['Crime', 'Drama', 'Thriller']"
South Park: Season 6,['Talk-Show']
The Off Season,['Thriller']
Erotica,['Comedy']
Just Cause,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Boyfriends & Girlfriends,"['Comedy', 'Romance']"
Superman III,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
The Indian in the Cupboard,"['Drama', 'Family', 'Fantasy']"
Ruthless People,"['Comedy', 'Crime']"
Black Point,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Valmont,"['Drama', 'Romance']"
The Opponent,"['Action', 'Drama']"
Man of the House,"['Comedy', 'Crime']"
The Man Who Wasn't There,"['Crime', 'Drama']"
Guns N' Roses: Welcome to the Videos,['Music']
Robert Johnson: The Search for Robert Johnson,"['Documentary', 'Biography', 'Music']"
Slap Shot 2: Breaking the Ice,"['Comedy', 'Sport']"
Point of No Return,"['Action', 'Crime', 'Drama', 'Thriller']"
The Black Pirate,"['Comedy', 'Action', 'Adventure']"
Shakespeare Comedies: The Taming of the Shrew,"['Short', 'Comedy', 'Drama', 'Romance']"
Spider's Web,"['Crime', 'Romance', 'Thriller']"
A Man Called Horse,"['Adventure', 'Drama', 'Western']"
The Allman Brothers Band: Live at Great Woods,"['Documentary', 'Music']"
Queens Logic,"['Comedy', 'Drama']"
Further Tales of the City,"['Drama', 'Mystery', 'Romance']"
Friday the 13th,"['Horror', 'Mystery', 'Thriller']"
Firestorm,"['Thriller', 'Action']"
Jhankaar Beats,"['Comedy', 'Music']"
Steel Angel Kurumi,"['Animation', 'Comedy', 'Romance', 'Sci-Fi']"
Hot Shot,"['Action', 'Crime']"
Phone Booth,"['Crime', 'Thriller']"
